,date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,winner,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,avgLast5Tries,avgLast5Conversions,avgLast5Penalties,avgLast5DropGoals,avgLast5TriesAgainst,avgLast5ConversionsAgainst,avgLast5PenaltiesAgainst,avgLast5DropGoalsAgainst,team1Code,team2Code,monthCode,venueCode,dayCode,refereeCode,seasonCode,targetCode
369,2016-01-09,15:00,Gloucester,10,Exeter,19,Sandy Park,Ian Tempest,29,H,15,Sat,Jan,2016,2015-16,0,0,1,1,1,0,3,2,0,0,19.0,22.0,0.2,0.4,2.0,1.2,2.2,0.0,2.2,1.6,2.6,0.0,2,1,3,9,1,5,1,1
370,2016-01-09,15:00,Harlequins,29,Saracens,23,Twickenham Stoop,Craig Maxwell-Keys,52,H,15,Sat,Jan,2016,2015-16,0,1,3,1,4,0,2,2,3,0,28.4,21.2,0.8,0.6,3.6,2.8,1.6,0.0,2.6,2.0,1.4,0.0,3,10,3,14,1,1,1,1
371,2016-01-09,15:00,Saracens,23,Harlequins,29,Twickenham Stoop,Craig Maxwell-Keys,52,H,15,Sat,Jan,2016,2015-16,1,0,2,2,3,0,3,1,4,0,30.0,9.8,0.6,0.2,3.2,2.8,2.8,0.0,0.6,0.4,2.0,0.0,10,3,3,14,1,1,1,1
372,2016-01-09,15:15,Leicester,30,Northampton,27,Welford Road,Wayne Barnes,57,H,15,Sat,Jan,2016,2015-16,0,1,3,3,3,0,3,3,2,0,16.8,17.2,0.2,0.2,1.8,1.2,1.8,0.0,1.8,1.4,1.8,0.0,4,8,3,15,1,11,1,1
375,2016-01-10,13:00,Newcastle,15,London Irish,20,Madejski Stadium,JP Doyle,35,H,13,Sun,Jan,2016,2015-16,1,0,2,1,1,0,2,2,2,0,13.4,23.4,0.0,0.6,1.2,1.0,1.8,0.0,2.4,1.8,2.6,0.0,7,5,3,6,2,6,1,1
376,2016-01-10,14:00,Wasps,32,Worcester,22,Ricoh Arena,Matthew Carley,54,H,14,Sun,Jan,2016,2015-16,1,0,4,3,2,0,1,1,5,0,21.6,20.0,0.4,0.2,2.0,1.6,2.6,0.2,2.0,1.4,2.2,0.2,11,12,3,8,2,8,1,1
374,2016-01-10,13:00,London Irish,20,Newcastle,15,Madejski Stadium,JP Doyle,35,H,13,Sun,Jan,2016,2015-16,0,1,2,2,2,0,2,1,1,0,15.0,33.2,0.0,0.8,2.0,1.6,0.6,0.0,4.0,3.0,2.4,0.0,5,7,3,6,2,6,1,1
379,2016-01-29,19:45,Wasps,24,Northampton,11,Franklin's Gardens,Thomas Foley,35,A,19,Fri,Jan,2016,2015-16,0,0,3,3,1,0,1,0,2,0,23.4,23.8,0.6,0.2,2.4,1.8,2.4,0.2,2.2,1.6,3.0,0.2,11,8,3,2,0,9,1,0
378,2016-01-29,19:45,Northampton,11,Wasps,24,Franklin's Gardens,Thomas Foley,35,A,19,Fri,Jan,2016,2015-16,0,0,1,0,2,0,3,3,1,0,17.2,14.4,0.4,0.4,1.6,1.0,2.4,0.0,1.4,1.0,1.8,0.0,8,11,3,2,0,9,1,0
385,2016-01-30,15:15,Bath,13,Saracens,19,Allianz Park,Dean Richards,32,H,15,Sat,Jan,2016,2015-16,1,0,1,1,2,0,1,1,4,0,20.4,16.2,0.6,0.2,2.2,1.4,2.2,0.0,1.4,1.0,2.4,0.0,0,10,3,1,1,2,1,1
383,2016-01-30,15:00,Leicester,19,Gloucester,18,Kingsholm,JP Doyle,37,A,15,Sat,Jan,2016,2015-16,0,1,3,2,0,0,2,1,2,0,21.6,18.8,0.2,0.4,2.4,1.8,2.0,0.0,2.2,1.8,1.4,0.0,4,2,3,4,1,6,1,0
384,2016-01-30,15:15,Saracens,19,Bath,13,Allianz Park,Dean Richards,32,H,15,Sat,Jan,2016,2015-16,0,1,1,1,4,0,1,1,2,0,32.2,14.4,0.8,0.0,3.6,3.2,2.6,0.0,1.2,0.6,2.4,0.0,10,0,3,1,1,2,1,1
380,2016-01-30,14:30,Sale,38,London Irish,10,AJ Bell Stadium,Greg Garner,48,H,14,Sat,Jan,2016,2015-16,1,0,6,4,0,0,1,1,1,0,16.0,19.2,0.4,0.4,1.2,0.8,2.6,0.2,2.2,0.8,2.0,0.2,9,5,3,0,1,3,1,1
382,2016-01-30,15:00,Gloucester,18,Leicester,19,Kingsholm,JP Doyle,37,A,15,Sat,Jan,2016,2015-16,1,0,2,1,2,0,3,2,0,0,20.4,21.2,0.2,0.4,2.2,1.4,2.2,0.0,2.4,1.6,2.0,0.0,2,4,3,4,1,6,1,0
381,2016-01-30,14:30,London Irish,10,Sale,38,AJ Bell Stadium,Greg Garner,48,H,14,Sat,Jan,2016,2015-16,0,1,1,1,1,0,6,4,0,0,16.2,27.2,0.0,0.8,2.0,1.6,1.0,0.0,3.2,2.0,2.4,0.0,5,9,3,0,1,3,1,1
387,2016-01-31,15:00,Harlequins,19,Newcastle,26,Kingston Park,Luke Pearce,45,H,15,Sun,Jan,2016,2015-16,1,0,3,2,0,0,2,2,4,0,31.0,23.0,0.8,0.6,4.0,2.8,1.8,0.0,2.6,2.0,2.0,0.0,3,7,3,5,2,7,1,1
386,2016-01-31,15:00,Newcastle,26,Harlequins,19,Kingston Park,Luke Pearce,45,H,15,Sun,Jan,2016,2015-16,0,1,2,2,4,0,3,2,0,0,12.4,21.8,0.2,0.4,1.2,0.8,1.6,0.0,2.0,1.4,3.0,0.0,7,3,3,5,2,7,1,1
389,2016-01-31,15:00,Exeter,30,Worcester,15,Sixways,Craig Maxwell-Keys,45,A,15,Sun,Jan,2016,2015-16,1,0,4,2,2,0,0,0,5,0,24.4,17.4,0.6,0.4,3.2,1.8,1.6,0.0,2.2,1.4,1.2,0.0,1,12,3,10,2,1,1,0
391,2016-02-05,19:45,Gloucester,15,Bath,11,The Recreation Ground,Matthew Carley,26,A,19,Fri,Feb,2016,2015-16,0,1,0,0,5,0,1,0,2,0,23.4,22.0,0.4,0.4,2.6,1.6,2.4,0.0,3.0,2.0,1.0,0.0,2,0,2,12,0,8,1,0
390,2016-02-05,19:45,Bath,11,Gloucester,15,The Recreation Ground,Matthew Carley,26,A,19,Fri,Feb,2016,2015-16,1,0,1,0,2,0,0,0,5,0,14.0,17.2,0.6,0.2,1.2,0.4,2.4,0.0,1.2,0.8,3.2,0.0,0,2,2,12,0,8,1,0
396,2016-02-06,15:00,Leicester,3,Sale,10,Welford Road,Tim Wigglesworth,13,A,15,Sat,Feb,2016,2015-16,1,0,0,0,1,0,1,1,1,0,21.2,20.2,0.2,0.6,2.6,2.0,1.4,0.0,2.4,2.0,1.4,0.0,4,9,2,15,1,10,1,0
392,2016-02-06,14:00,Harlequins,23,Northampton,27,Twickenham Stoop,Greg Garner,50,A,14,Sat,Feb,2016,2015-16,1,0,2,2,3,0,3,3,2,0,29.8,23.0,0.6,0.6,3.8,3.0,1.6,0.0,2.6,2.0,2.0,0.0,3,8,2,14,1,3,1,0
397,2016-02-06,15:00,Sale,10,Leicester,3,Welford Road,Tim Wigglesworth,13,A,15,Sat,Feb,2016,2015-16,0,1,1,1,1,0,0,0,1,0,20.8,18.0,0.4,0.4,2.0,1.2,2.6,0.2,2.2,0.8,1.6,0.2,9,4,2,15,1,10,1,0
395,2016-02-06,14:00,Newcastle,8,Wasps,9,Ricoh Arena,Craig Maxwell-Keys,17,H,14,Sat,Feb,2016,2015-16,1,0,1,0,1,0,0,0,3,0,14.6,22.6,0.2,0.6,1.2,1.0,2.2,0.0,2.6,1.8,2.0,0.0,7,11,2,8,1,1,1,1
393,2016-02-06,14:00,Northampton,27,Harlequins,23,Twickenham Stoop,Greg Garner,50,A,14,Sat,Feb,2016,2015-16,0,1,3,3,2,0,2,2,3,0,16.4,18.6,0.4,0.4,1.8,1.0,1.8,0.0,2.0,1.6,1.8,0.0,8,3,2,14,1,3,1,0
394,2016-02-06,14:00,Wasps,9,Newcastle,8,Ricoh Arena,Craig Maxwell-Keys,17,H,14,Sat,Feb,2016,2015-16,0,1,0,0,3,0,1,0,1,0,21.6,23.0,0.4,0.2,2.2,2.0,2.0,0.2,2.0,1.4,3.2,0.2,11,7,2,8,1,1,1,1
398,2016-02-07,13:00,Exeter,11,Saracens,14,Sandy Park,Thomas Foley,25,A,13,Sun,Feb,2016,2015-16,1,0,1,0,2,0,1,0,3,0,25.2,15.4,0.8,0.0,3.6,1.8,1.2,0.0,1.4,1.2,2.0,0.0,1,10,2,9,2,9,1,0
399,2016-02-07,13:00,Saracens,14,Exeter,11,Sandy Park,Thomas Foley,25,A,13,Sun,Feb,2016,2015-16,0,1,1,0,3,0,1,0,2,0,26.4,13.4,0.6,0.2,2.6,2.2,3.0,0.0,1.0,0.6,2.4,0.0,10,1,2,9,2,9,1,0
400,2016-02-07,13:00,London Irish,20,Worcester,13,Madejski Stadium,Wayne Barnes,33,H,13,Sun,Feb,2016,2015-16,0,1,2,2,2,0,2,0,1,0,15.2,28.2,0.0,0.8,1.8,1.6,1.0,0.0,3.6,2.4,1.8,0.0,5,12,2,6,2,11,1,1
402,2016-02-12,19:45,Newcastle,26,Leicester,14,Kingston Park,Greg Garner,40,H,19,Fri,Feb,2016,2015-16,0,0,2,2,4,0,1,0,3,0,15.6,16.8,0.4,0.4,1.4,1.0,2.2,0.0,1.8,1.2,1.8,0.0,7,4,2,5,0,3,1,1
403,2016-02-12,19:45,Leicester,14,Newcastle,26,Kingston Park,Greg Garner,40,H,19,Fri,Feb,2016,2015-16,0,0,1,0,3,0,2,2,4,0,16.0,18.2,0.2,0.6,1.8,1.4,1.4,0.0,2.2,1.8,1.2,0.0,4,7,2,5,0,3,1,1
411,2016-02-13,15:00,Bath,16,Worcester,14,Sixways,JP Doyle,30,A,15,Sat,Feb,2016,2015-16,0,1,1,1,3,0,2,2,0,0,14.0,16.0,0.8,0.2,1.2,0.4,2.4,0.0,0.8,0.6,3.6,0.0,0,12,2,10,1,6,1,0
404,2016-02-13,14:30,Sale,23,Exeter,17,AJ Bell Stadium,Andrew Small,40,H,14,Sat,Feb,2016,2015-16,0,1,3,1,2,0,2,2,1,0,19.8,15.6,0.4,0.6,2.2,1.4,1.8,0.2,1.8,0.6,1.6,0.2,9,1,2,0,1,0,1,1
409,2016-02-13,15:00,London Irish,7,Northampton,35,Franklin's Gardens,Tim Wigglesworth,42,H,15,Sat,Feb,2016,2015-16,0,1,1,1,0,0,5,5,0,0,17.8,23.2,0.0,0.8,2.0,1.8,1.4,0.0,3.0,1.4,1.8,0.0,5,8,2,2,1,10,1,1
405,2016-02-13,14:30,Exeter,17,Sale,23,AJ Bell Stadium,Andrew Small,40,H,14,Sat,Feb,2016,2015-16,1,0,2,2,1,0,3,1,2,0,19.2,12.8,0.8,0.0,2.6,1.0,1.4,0.0,1.0,0.6,2.2,0.0,1,9,2,0,1,0,1,1
406,2016-02-13,15:00,Gloucester,28,Harlequins,6,Kingsholm,Wayne Barnes,34,H,15,Sat,Feb,2016,2015-16,0,0,3,2,3,0,0,0,2,0,21.8,20.4,0.4,0.4,2.0,1.4,3.0,0.0,2.8,2.0,0.8,0.0,2,3,2,4,1,11,1,1
408,2016-02-13,15:00,Northampton,35,London Irish,7,Franklin's Gardens,Tim Wigglesworth,42,H,15,Sat,Feb,2016,2015-16,1,0,5,5,0,0,1,1,0,0,19.2,21.0,0.4,0.4,2.2,1.4,1.8,0.0,2.2,2.0,2.0,0.0,8,5,2,2,1,10,1,1
407,2016-02-13,15:00,Harlequins,6,Gloucester,28,Kingsholm,Wayne Barnes,34,H,15,Sat,Feb,2016,2015-16,0,0,0,0,2,0,3,2,3,0,26.8,27.0,0.6,0.6,3.2,2.4,2.0,0.0,3.0,2.4,2.4,0.0,3,2,2,4,1,11,1,1
413,2016-02-14,16:00,Wasps,64,Saracens,23,Allianz Park,Ian Tempest,87,A,16,Sun,Feb,2016,2015-16,1,0,8,6,4,0,2,2,3,0,18.0,16.4,0.4,0.2,1.6,1.4,2.2,0.2,1.0,0.6,3.2,0.2,11,10,2,1,2,5,1,0
412,2016-02-14,16:00,Saracens,23,Wasps,64,Allianz Park,Ian Tempest,87,A,16,Sun,Feb,2016,2015-16,0,1,2,2,3,0,8,6,4,0,21.6,15.0,0.4,0.4,2.0,1.6,2.8,0.0,1.2,0.6,2.6,0.0,10,11,2,1,2,5,1,0
415,2016-02-19,19:45,Leicester,19,Harlequins,25,Twickenham Stoop,JP Doyle,44,H,19,Fri,Feb,2016,2015-16,1,0,1,1,4,0,1,1,6,0,14.4,21.4,0.2,0.6,1.4,1.0,1.8,0.0,2.4,2.0,1.8,0.0,4,3,2,14,0,6,1,1
414,2016-02-19,19:45,Harlequins,25,Leicester,19,Twickenham Stoop,JP Doyle,44,H,19,Fri,Feb,2016,2015-16,0,1,1,1,6,0,1,1,4,0,20.2,24.8,0.4,0.4,2.2,1.6,2.0,0.0,2.6,2.0,2.6,0.0,3,4,2,14,0,6,1,1
417,2016-02-20,15:00,Gloucester,12,Saracens,25,Allianz Park,Craig Maxwell-Keys,37,H,15,Sat,Feb,2016,2015-16,0,0,0,0,4,0,1,1,6,0,19.6,13.8,0.2,0.2,1.6,1.0,3.2,0.0,1.8,1.2,0.8,0.0,2,10,2,1,1,1,1,1
416,2016-02-20,15:00,Saracens,25,Gloucester,12,Allianz Park,Craig Maxwell-Keys,37,H,15,Sat,Feb,2016,2015-16,0,0,1,1,6,0,0,0,4,0,21.0,24.6,0.4,0.6,2.0,1.6,2.6,0.0,2.6,1.6,2.8,0.0,10,2,2,1,1,1,1,1
419,2016-02-20,15:00,Sale,23,Worcester,31,Sixways,Greg Garner,54,H,15,Sat,Feb,2016,2015-16,1,0,4,0,1,0,3,2,4,0,20.6,14.4,0.2,0.8,2.4,1.6,1.6,0.2,1.6,0.8,1.4,0.2,9,12,2,10,1,3,1,1
421,2016-02-20,15:15,Wasps,24,Bath,18,The Recreation Ground,Thomas Foley,42,A,15,Sat,Feb,2016,2015-16,0,1,3,0,3,0,2,1,2,0,27.6,15.8,0.6,0.2,3.0,2.4,2.4,0.2,1.0,0.6,3.0,0.2,11,0,2,12,1,9,1,0
420,2016-02-20,15:15,Bath,18,Wasps,24,The Recreation Ground,Thomas Foley,42,A,15,Sat,Feb,2016,2015-16,1,0,2,1,2,0,3,0,3,0,15.0,16.2,0.6,0.4,1.2,0.6,2.6,0.0,1.0,0.8,3.2,0.0,0,11,2,12,1,9,1,0
422,2016-02-21,15:00,London Irish,15,Exeter,22,Madejski Stadium,Dean Richards,37,A,15,Sun,Feb,2016,2015-16,1,0,2,1,1,0,1,1,5,0,14.2,25.6,0.0,0.8,1.6,1.6,1.0,0.0,3.4,2.2,1.4,0.0,5,1,2,6,2,2,1,0
423,2016-02-21,15:00,Exeter,22,London Irish,15,Madejski Stadium,Dean Richards,37,A,15,Sun,Feb,2016,2015-16,0,1,1,1,5,0,2,1,1,0,16.0,14.0,0.8,0.0,2.0,1.2,1.2,0.0,1.2,0.4,2.4,0.0,1,5,2,6,2,2,1,0
424,2016-02-21,15:00,Newcastle,26,Northampton,25,Kingston Park,Wayne Barnes,51,H,15,Sun,Feb,2016,2015-16,0,1,2,2,4,0,3,2,2,0,18.8,15.2,0.4,0.4,1.6,1.2,2.8,0.0,1.4,0.8,2.2,0.0,7,8,2,5,2,11,1,1
425,2016-02-21,15:00,Northampton,25,Newcastle,26,Kingston Park,Wayne Barnes,51,H,15,Sun,Feb,2016,2015-16,1,0,3,2,2,0,2,2,4,0,21.6,17.4,0.4,0.4,2.6,2.2,1.4,0.0,1.8,1.8,1.6,0.0,8,7,2,5,2,11,1,1
430,2016-02-27,15:00,Gloucester,32,Newcastle,6,Kingsholm,Dean Richards,38,H,15,Sat,Feb,2016,2015-16,1,0,4,3,2,0,0,0,2,0,16.6,16.0,0.2,0.2,1.2,0.8,3.0,0.0,1.6,1.0,2.0,0.0,2,7,2,4,1,2,1,1
426,2016-02-27,13:00,Sale,36,Saracens,36,AJ Bell Stadium,Tim Wigglesworth,72,D,13,Sat,Feb,2016,2015-16,1,1,5,1,3,0,5,4,1,0,21.8,14.0,0.4,0.6,2.8,1.2,1.6,0.2,1.2,1.0,1.8,0.2,9,10,2,0,1,10,1,0
428,2016-02-27,14:45,Northampton,38,Worcester,18,Franklin's Gardens,Matthew Carley,56,H,14,Sat,Feb,2016,2015-16,1,0,6,4,0,0,2,1,2,0,25.0,22.0,0.6,0.2,3.0,2.6,1.6,0.0,2.2,2.2,2.2,0.0,8,12,2,2,1,8,1,1
431,2016-02-27,15:00,Newcastle,6,Gloucester,32,Kingsholm,Dean Richards,38,H,15,Sat,Feb,2016,2015-16,0,1,0,0,2,0,4,3,2,0,20.2,17.4,0.4,0.4,1.8,1.4,2.8,0.0,1.8,1.2,2.0,0.0,7,2,2,4,1,2,1,1
427,2016-02-27,13:00,Saracens,36,Sale,36,AJ Bell Stadium,Tim Wigglesworth,72,D,13,Sat,Feb,2016,2015-16,1,1,5,4,1,0,5,1,3,0,20.8,25.8,0.2,0.6,1.4,1.2,3.8,0.0,2.6,1.6,3.2,0.0,10,9,2,0,1,10,1,0
433,2016-02-28,13:00,Bath,17,Exeter,26,Sandy Park,Greg Garner,43,H,13,Sun,Feb,2016,2015-16,0,0,2,2,1,0,2,2,4,0,14.4,18.2,0.8,0.2,1.2,0.6,2.4,0.0,1.4,0.8,3.2,0.0,0,1,2,9,2,3,1,1
432,2016-02-28,13:00,Exeter,26,Bath,17,Sandy Park,Greg Garner,43,H,13,Sun,Feb,2016,2015-16,0,0,2,2,4,0,2,2,1,0,19.8,15.4,0.6,0.2,2.2,1.4,2.0,0.0,1.4,0.6,2.4,0.0,1,0,2,9,2,3,1,1
434,2016-02-28,15:00,Leicester,47,London Irish,20,Welford Road,Ian Tempest,67,H,15,Sun,Feb,2016,2015-16,1,0,7,6,0,0,3,1,1,0,17.0,21.2,0.4,0.4,1.6,1.2,2.2,0.0,1.8,1.6,3.0,0.0,4,5,2,15,2,5,1,1
437,2016-02-28,15:15,Harlequins,10,Wasps,42,Ricoh Arena,Craig Maxwell-Keys,52,H,15,Sun,Feb,2016,2015-16,0,1,2,0,0,0,6,6,0,0,20.4,24.6,0.4,0.4,1.8,1.2,3.0,0.0,2.2,2.0,3.2,0.0,3,11,2,8,2,1,1,1
435,2016-02-28,15:00,London Irish,20,Leicester,47,Welford Road,Ian Tempest,67,H,15,Sun,Feb,2016,2015-16,0,1,3,1,1,0,7,6,0,0,14.4,24.6,0.2,0.8,1.6,1.4,1.2,0.0,3.2,2.2,1.4,0.0,5,4,2,15,2,5,1,1
436,2016-02-28,15:15,Wasps,42,Harlequins,10,Ricoh Arena,Craig Maxwell-Keys,52,H,15,Sun,Feb,2016,2015-16,1,0,6,6,0,0,2,0,0,0,30.6,16.4,0.4,0.4,3.6,2.4,2.6,0.0,1.4,0.8,2.6,0.0,11,3,2,8,2,1,1,1
438,2016-03-04,19:45,Newcastle,14,Worcester,15,Kingston Park,Wayne Barnes,29,A,19,Fri,Mar,2016,2015-16,1,0,1,0,3,0,2,1,1,0,18.4,19.8,0.2,0.6,1.4,1.2,3.0,0.0,2.2,1.4,2.0,0.0,7,12,4,5,0,11,1,0
440,2016-03-05,14:30,Sale,29,Harlequins,23,AJ Bell Stadium,Ian Tempest,52,H,14,Sat,Mar,2016,2015-16,0,1,2,2,5,0,2,2,3,0,26.0,19.4,0.6,0.6,3.8,1.4,1.4,0.0,2.2,1.8,1.6,0.0,9,3,4,0,1,5,1,1
446,2016-03-05,15:15,Saracens,15,Northampton,20,Allianz Park,Thomas Foley,35,A,15,Sat,Mar,2016,2015-16,1,0,0,0,5,0,2,2,2,0,23.4,27.2,0.2,0.8,2.0,1.6,3.4,0.0,3.0,1.6,3.0,0.0,10,8,4,1,1,9,1,0
443,2016-03-05,15:00,Wasps,10,Gloucester,13,Kingsholm,Luke Pearce,23,H,15,Sat,Mar,2016,2015-16,1,0,1,1,1,0,1,1,2,0,32.6,14.0,0.4,0.4,4.0,3.0,2.2,0.0,1.6,0.6,1.6,0.0,11,2,4,4,1,7,1,1
445,2016-03-05,15:15,London Irish,17,Bath,25,The Recreation Ground,JP Doyle,42,H,15,Sat,Mar,2016,2015-16,0,1,1,0,4,0,4,1,1,0,14.4,31.0,0.2,0.8,1.8,1.2,1.0,0.0,4.2,3.2,1.2,0.0,5,0,4,12,1,6,1,1
444,2016-03-05,15:15,Bath,25,London Irish,17,The Recreation Ground,JP Doyle,42,H,15,Sat,Mar,2016,2015-16,1,0,4,1,1,0,1,0,4,0,15.0,19.6,0.6,0.2,1.4,1.0,2.0,0.0,1.6,1.0,3.2,0.0,0,5,4,12,1,6,1,1
441,2016-03-05,14:30,Harlequins,23,Sale,29,AJ Bell Stadium,Ian Tempest,52,H,14,Sat,Mar,2016,2015-16,1,0,2,2,3,0,2,2,5,0,16.6,28.4,0.4,0.4,1.6,1.0,2.2,0.0,3.0,2.8,2.6,0.0,3,9,4,0,1,5,1,1
442,2016-03-05,15:00,Gloucester,13,Wasps,10,Kingsholm,Luke Pearce,23,H,15,Sat,Mar,2016,2015-16,0,1,1,1,2,0,1,1,1,0,21.0,13.4,0.4,0.2,1.8,1.2,3.2,0.0,1.0,0.6,2.4,0.0,2,11,4,4,1,7,1,1
447,2016-03-05,15:15,Northampton,20,Saracens,15,Allianz Park,Thomas Foley,35,A,15,Sat,Mar,2016,2015-16,0,1,2,2,2,0,0,0,5,0,27.2,19.6,0.6,0.2,3.6,2.8,1.2,0.0,2.0,1.8,2.0,0.0,8,10,4,1,1,9,1,0
448,2016-03-06,15:00,Leicester,31,Exeter,27,Welford Road,Matthew Carley,58,H,15,Sun,Mar,2016,2015-16,1,1,4,4,1,0,3,3,2,0,20.4,19.8,0.6,0.2,2.4,1.8,1.6,0.0,1.8,1.2,2.8,0.0,4,1,4,15,2,8,1,1
449,2016-03-06,15:00,Exeter,27,Leicester,31,Welford Road,Matthew Carley,58,H,15,Sun,Mar,2016,2015-16,1,1,3,3,2,0,4,4,1,0,21.2,16.8,0.6,0.2,2.0,1.4,2.8,0.0,1.6,0.8,2.4,0.0,1,4,4,15,2,8,1,1
451,2016-03-11,19:45,Bath,28,Harlequins,35,Twickenham Stoop,Dean Richards,63,H,19,Fri,Mar,2016,2015-16,1,1,3,2,3,0,4,3,3,0,17.4,19.2,0.6,0.2,2.0,1.0,1.8,0.0,1.6,0.8,3.2,0.0,0,3,4,14,0,2,1,1
450,2016-03-11,19:45,Harlequins,35,Bath,28,Twickenham Stoop,Dean Richards,63,H,19,Fri,Mar,2016,2015-16,1,1,4,3,3,0,3,2,3,0,17.4,29.0,0.4,0.4,1.4,1.0,2.8,0.0,3.0,2.8,2.8,0.0,3,0,4,14,0,2,1,1
454,2016-03-12,14:00,Northampton,26,Sale,11,Franklin's Gardens,JP Doyle,37,H,14,Sat,Mar,2016,2015-16,1,0,4,3,0,0,1,0,2,0,29.0,17.8,0.6,0.4,3.8,3.2,1.2,0.0,1.4,1.2,2.8,0.0,8,9,4,2,1,6,1,1
453,2016-03-12,13:45,Leicester,24,Wasps,36,Ricoh Arena,Greg Garner,60,H,13,Sat,Mar,2016,2015-16,0,1,3,3,1,0,5,4,1,0,22.8,21.6,0.8,0.2,2.6,2.2,1.8,0.0,2.0,1.6,2.8,0.0,4,11,4,8,1,3,1,1
461,2016-03-12,15:00,Saracens,26,London Irish,16,Red Bull Arena,Luke Pearce,42,A,15,Sat,Mar,2016,2015-16,0,0,2,2,4,0,1,1,3,0,22.6,28.6,0.4,0.6,1.8,1.4,3.6,0.0,3.2,1.8,3.0,0.0,10,5,4,7,1,7,1,0
460,2016-03-12,15:00,London Irish,16,Saracens,26,Red Bull Arena,Luke Pearce,42,A,15,Sat,Mar,2016,2015-16,0,0,1,1,3,0,2,2,4,0,15.8,28.4,0.2,0.8,1.8,1.0,1.6,0.0,3.8,2.6,1.4,0.0,5,10,4,7,1,7,1,0
459,2016-03-12,15:00,Newcastle,17,Exeter,32,Sandy Park,Craig Maxwell-Keys,49,H,15,Sat,Mar,2016,2015-16,0,1,2,2,1,0,4,3,2,0,16.0,19.0,0.4,0.4,1.2,0.8,2.8,0.0,2.0,1.2,2.2,0.0,7,1,4,9,1,1,1,1
452,2016-03-12,13:45,Wasps,36,Leicester,24,Ricoh Arena,Greg Garner,60,H,13,Sat,Mar,2016,2015-16,1,0,5,4,1,0,3,3,1,0,29.8,14.4,0.6,0.4,3.6,2.6,2.2,0.0,1.6,0.8,1.6,0.0,11,4,4,8,1,3,1,1
455,2016-03-12,14:00,Sale,11,Northampton,26,Franklin's Gardens,JP Doyle,37,H,14,Sat,Mar,2016,2015-16,0,1,1,0,2,0,4,3,0,0,24.2,22.0,0.4,0.8,3.0,1.0,2.4,0.0,2.4,2.0,2.0,0.0,9,8,4,2,1,6,1,1
456,2016-03-12,14:00,Worcester,28,Gloucester,20,Sixways,Ian Tempest,48,H,14,Sat,Mar,2016,2015-16,0,0,3,2,3,0,2,2,2,0,18.2,22.2,0.4,0.6,2.2,1.2,1.6,0.0,2.8,1.4,1.8,0.0,12,2,4,10,1,5,1,1
457,2016-03-12,14:00,Gloucester,20,Worcester,28,Sixways,Ian Tempest,48,H,14,Sat,Mar,2016,2015-16,0,0,2,2,2,0,3,2,3,0,20.0,11.6,0.2,0.4,1.6,1.2,3.2,0.0,0.6,0.4,2.6,0.0,2,12,4,10,1,5,1,1
458,2016-03-12,15:00,Exeter,32,Newcastle,17,Sandy Park,Craig Maxwell-Keys,49,H,15,Sat,Mar,2016,2015-16,1,0,4,3,2,0,2,2,1,0,20.6,20.0,0.6,0.4,1.8,1.6,2.8,0.0,2.4,1.6,1.6,0.0,1,7,4,9,1,1,1,1
462,2016-03-18,19:45,Bath,21,Newcastle,19,The Recreation Ground,Tim Wigglesworth,40,H,19,Fri,Mar,2016,2015-16,0,1,2,1,3,0,1,1,4,0,20.8,23.2,0.6,0.4,2.4,1.4,2.0,0.0,2.4,1.4,2.8,0.0,0,7,4,12,0,10,1,1
463,2016-03-18,19:45,Newcastle,19,Bath,21,The Recreation Ground,Tim Wigglesworth,40,H,19,Fri,Mar,2016,2015-16,1,0,1,1,4,0,2,1,3,0,17.8,23.6,0.2,0.6,1.4,1.2,2.8,0.0,2.8,1.8,2.0,0.0,7,0,4,12,0,10,1,1
465,2016-03-19,15:00,Worcester,21,Harlequins,15,Twickenham Stoop,Craig Maxwell-Keys,36,A,15,Sat,Mar,2016,2015-16,0,1,2,1,3,0,0,0,5,0,21.2,22.2,0.2,0.6,2.4,1.6,2.0,0.0,2.8,1.4,1.8,0.0,12,3,4,14,1,1,1,0
464,2016-03-19,15:00,Harlequins,15,Worcester,21,Twickenham Stoop,Craig Maxwell-Keys,36,A,15,Sat,Mar,2016,2015-16,1,0,0,0,5,0,2,1,3,0,19.8,29.2,0.4,0.6,1.8,1.2,2.8,0.0,3.0,2.6,3.0,0.0,3,12,4,14,1,1,1,0
472,2016-03-20,15:15,Leicester,21,Saracens,13,Welford Road,JP Doyle,34,H,15,Sun,Mar,2016,2015-16,0,0,2,1,2,1,1,1,2,0,27.0,26.8,0.6,0.4,3.2,2.8,1.8,0.0,2.8,2.2,2.8,0.0,4,10,4,15,2,6,1,1
470,2016-03-20,15:00,London Irish,23,Gloucester,18,Madejski Stadium,Matthew Carley,41,H,15,Sun,Mar,2016,2015-16,0,1,2,2,3,0,2,1,2,0,15.0,31.0,0.2,0.6,1.6,0.8,1.8,0.0,3.8,3.0,2.0,0.0,5,2,4,6,2,8,1,1
